name,latitude,longitude,type,rating,comment,status
Murphy Brothers Playground,40.73049861,-73.97383552,A,N/A,"A, Under Tree, Near Ballfield, In Playground",Active
Squibb Park,40.70103054,-73.99542258,CS Concrete,N/A,"CS Concrete, Out in Open",Active
Neighborhood Parks,40.69022294,-73.99677952,C,N/A,"C, In Playground",Active
Fermi Playground,40.70077517,-73.92802644,A,N/A,"A, Near Ballfield",Active
Queensbridge Park,40.75568622,-73.94839232,C,N/A,"C, Near Ballfield",Active
Flushing Meadows Corona Park,40.74315191,-73.84890582,A,N/A,"A, Under Tree",Active
West Harlem Piers,40.81986879,-73.96025707,Other,N/A,"Other, Under Tree",Active
College Point Park,40.78555019,-73.84652907,C,N/A,"C, Under Tree",Active
Battery Park City,40.71681751,-74.01656681,Pedestal,N/A,"Pedestal, Under Tree, Near Ballfield, In Playground",Active
Sol Bloom Playground,40.78970297,-73.96871929,D,N/A,"D, Under Tree, In Shade, Near Ballfield, In Playground",Active
Columbus Park,40.71575564,-74.0002448,E Wheelchair Child,N/A,"E Wheelchair Child, Under Tree, Near Ballfield",Active
Central Park,40.7757214,-73.96536639,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Central Park,40.78764088,-73.95651214,E High Low,N/A,"E High Low, In Playground, Out in Open",Active
Markham Playground,40.6232528,-74.14585604,A,N/A,"A, Near Ballfield",Active
Francis Lewis Park,40.79589653,-73.82520201,A,N/A,"A, Under Tree",Active
Crowley Playground,40.72932937,-73.87980468,CS Metal,N/A,"CS Metal, In Playground",Active
Marion Hopkinson Playground,40.68153031,-73.91316444,C,N/A,"C, Out in Open",Active
P.O. Serrano Playground,40.82357315,-73.85046863,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Coney Island Beach & Boardwalk,40.5721859,-73.98817171,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Cadman Plaza Park,40.69727298,-73.99114052,E Wheelchair,N/A,"E Wheelchair, Out in Open, Under Tree",Active
Jerome Playground South,40.84484605,-73.91411832,A,N/A,"A, Out in Open",Active
De Witt Clinton Park,40.76852114,-73.99368395,A,N/A,"A, Near Ballfield",Active
St. Nicholas Park,40.82074145,-73.94662258,A,N/A,"A, In Playground, Near Ballfield",Active
Railroad Playground,40.64892637,-73.91381058,B,N/A,"B, Under Tree, In Shade, Out in Open, In Playground",Active
Flushing Meadows Corona Park,40.74635539,-73.83849974,A,N/A,"A, Under Tree",Active
Cunningham Park,40.73606737,-73.76856005,A,N/A,"A, Near Ballfield, Out in Open",Active
Crotona Park,40.83732954,-73.89044369,A,N/A,"A, Out in Open, In Playground",Active
"Phil ""Scooter"" Rizzuto Park",40.69473655,-73.8211662,A,N/A,"A, Out in Open",Active
Frederick Johnson Playground,40.82446995,-73.93469298,A,N/A,"A, Near Ballfield",Active
Col. Young Playground,40.81976835,-73.93613708,A,N/A,"A, Under Tree, Near Ballfield, In Playground",Active
McCarren Park,40.72297491,-73.95272119,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Forest Park,40.69872678,-73.85827884,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Seton Park,40.88542555,-73.91570277,D,N/A,"D, Out in Open",Active
Rockaway Beach Boardwalk,40.5864089,-73.80186391,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Russell Sage Playground,40.72420627,-73.85165777,C,N/A,"C, Out in Open, In Playground",Active
Bush Terminal Park,40.65241013,-74.01976316,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Stanley Isaacs Playground,40.78287047,-73.94465818,A,N/A,"A, Under Tree",Active
Columbus Park,40.71452899,-73.99971018,A,N/A,"A, Under Tree, Near Ballfield, Just Outside Playground",Active
Heckscher Playground,40.69504773,-73.91863032,Other,N/A,"Other, Just Outside Playground",Active
Henry Hudson Park,40.88064399,-73.91973901,D,N/A,"D, Out in Open, In Shade",Active
Claremont Park,40.83777143,-73.90792101,A,N/A,"A, In Shade, Under Tree, In Playground",Active
Joseph Austin Playground,40.7155803,-73.80122833,A,N/A,"A, In Playground",Active
Bayview Playground,40.6347769,-73.88741523,C,N/A,"C, Under Tree, Out in Open, In Playground",Active
Yak Playground,40.59241271,-73.93580609,CS Concrete,N/A,"CS Concrete, In Playground",Active
Silver Lake Park,40.62747284,-74.10059057,A,N/A,"A, Near Ballfield",Active
Tompkins Square Park,40.72550611,-73.98163999,A,N/A,"A, In Playground",Active
Brooklyn Bridge Park,40.69289836,-74.00171028,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, Out in Open",Active
Stars & Stripes Playground,40.88515102,-73.83995132,C,N/A,"C, Under Tree, In Shade",Active
Risse Street Park,40.87880034,-73.88540388,Other,N/A,"Other, Out in Open",Active
Cunningham Park,40.72975666,-73.77676897,C,N/A,"C, Near Ballfield, Out in Open",Active
Brooklyn Bay Center,40.59189694,-73.9994771,F Dog,N/A,"F Dog, Out in Open",Active
City Line Park,40.67868201,-73.87395157,C,N/A,"C, Under Tree, In Playground",Active
St. John's Recreation Center,40.67407363,-73.93427142,C,N/A,"C, Under Tree",Active
Grand Ferry Park,40.71649851,-73.96687797,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade",Active
Grand Central Parkway Extension,40.76074783,-73.85626654,B,N/A,"B, Under Tree",Active
Norelli-Hargreaves Playground,40.69048354,-73.80917661,A,N/A,"A, In Playground",Active
Pfc Norton Playground,40.61461622,-73.94489582,C,N/A,"C, In Playground",Active
Bloomingdale Park,40.53343229,-74.20868716,D,N/A,"D, Near Ballfield",Active
Canarsie Park,40.62916308,-73.89519997,A,N/A,"A, Near Ballfield, Out in Open",Active
Washington Square Park,40.73160812,-73.99760819,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Woods Playground,40.67471815,-73.92917804,C,N/A,"C, Just Outside Playground, Under Tree",Active
Grassmere Playground,40.59960247,-73.75927055,Bottle Filler High Low,N/A,"Bottle Filler High Low, In Playground",Active
Franklin D. Roosevelt Boardwalk and Beach,40.5786642,-74.07412072,C,N/A,"C, Out in Open",Active
Ian Maclennan Garden,40.71423414,-73.8566187,B,N/A,"B, Out in Open",Active
Riverside Park,40.79717331,-73.97513399,B,N/A,"B, Under Tree",Active
John V. Lindsay East River Park,40.71289871,-73.9764108,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, In Playground",Active
Whitefish Triangle,40.72514174,-73.89876859,C,N/A,"C, Under Tree",Active
Prospect Park,40.66165103,-73.96585803,E Wheelchair,N/A,"E Wheelchair, In Shade",Active
Stapleton Playground,40.62267715,-74.07912442,CS Metal,N/A,"CS Metal, In Playground",Active
Shore Park and Parkway,40.62817752,-74.04060722,A,N/A,"A, Near Ballfield",Active
Macneil Park,40.79346217,-73.85122797,C,N/A,"C, In Playground",Active
Pearl St Playground,40.70789503,-74.00381708,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
Poor Richard's Playground,40.79297087,-73.94320457,C,N/A,"C, Under Tree, In Playground, Near Ballfield",Active
Central Park,40.79201083,-73.95984196,B,N/A,"B, Near Ballfield, Under Tree, In Shade",Active
Dry Dock Playground,40.7256163,-73.97531937,C,N/A,"C, Under Tree, In Playground",Active
Red Hook Recreation Area,40.67304795,-74.00439943,A,N/A,"A, Out in Open",Active
Callahan-Kelly Playground,40.67837238,-73.90440943,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Torsney Playground,40.74721251,-73.92265881,A,N/A,"A, Under Tree, In Playground",Active
Central Park,40.7907583,-73.9594644,B,N/A,"B, Out in Open",Active
Randall's Island Park,40.79318782,-73.92427327,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
McGuire Fields,40.61982019,-73.89897733,D,N/A,"D, Near Ballfield, Out in Open",Active
Wagner Playground,40.79974557,-73.93446937,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Van Cortlandt Park,40.8899827,-73.88122415,D,N/A,D,Active
Saratoga Ballfields,40.67528809,-73.91439419,Bottle Filler High Low,N/A,"Bottle Filler High Low, Out in Open",Active
Ravenswood Playground,40.76265194,-73.93504336,A,N/A,"A, Near Ballfield, Under Tree",Active
People's Park,40.80943329,-73.91702701,B,N/A,"B, Out in Open, In Playground",Active
Rockaway Beach Boardwalk,40.57949974,-73.82895883,Trough,N/A,"Trough, Out in Open",Active
Pelham Bay Park,40.86748107,-73.79326439,A,N/A,"A, Under Tree",Active
Harris Park,40.87628174,-73.89062541,D,N/A,"D, Near Ballfield, Out in Open",Active
Beach 30th Street Playground,40.59259417,-73.76171982,D,N/A,"D, In Playground",Active
Harvard Playground,40.70888206,-73.78146735,A,N/A,"A, Out in Open",Active
Fort Washington Park,40.84864344,-73.94650815,A,N/A,"A, Out in Open, In Playground",Active
Abingdon Square,40.73746175,-74.00521734,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Clintonville Playground,40.78304172,-73.80685861,D,N/A,"D, Under Tree",Active
Sternberg Park,40.70565969,-73.94737153,C,N/A,"C, Under Tree, In Shade, In Playground",Active
Hamilton Fish Park,40.71965761,-73.98018096,B,N/A,"B, Out in Open",Active
Carmansville Park,40.82915849,-73.94432435,CS Metal,N/A,"CS Metal, In Playground, Near Ballfield",Active
Martin Luther Playground,40.64568179,-74.01990061,D,N/A,"D, In Playground",Active
Terrace Playground,40.61324638,-74.09936517,D,N/A,"D, Out in Open",Active
Hoffman Park,40.732445,-73.87263755,A,N/A,"A, Under Tree, In Shade, Out in Open, Near Ballfield",Active
Little Bay Park,40.79051762,-73.78196738,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Prospect Park,40.66250099,-73.97435316,B,N/A,"B, Out in Open, Near Ballfield",Active
Lefferts Playground,40.66566154,-73.82156302,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Prospect Park,40.66553533,-73.97141198,CS Metal,N/A,CS Metal,Active
Commodore Barry Park,40.69753484,-73.97908453,A,N/A,"A, Under Tree, Just Outside Playground, Out in Open",Active
Williamsbridge Oval,40.8785898,-73.87698567,C,N/A,"C, Under Tree, In Playground",Active
Cunningham Park,40.73870446,-73.76487548,D,N/A,"D, Out in Open",Active
McKinley Park,40.62629859,-74.01642544,A,N/A,"A, In Playground",Active
Alley Pond Park,40.74142439,-73.73991365,A,N/A,"A, Out in Open",Active
St. Catherine's Park,40.76517523,-73.95885366,E Wheelchair Child,N/A,"E Wheelchair Child, Under Tree",Active
Central Park,40.76714494,-73.97718437,B,N/A,"B, Out in Open",Active
Park Slope Playground,40.67684737,-73.97869089,A,N/A,"A, In Playground",Active
Forest Park,40.70121573,-73.85441681,A,N/A,"A, Under Tree",Active
Pelham Bay Park,40.86449723,-73.79471967,A,N/A,"A, Out in Open",Active
Mount Prospect Park,40.67191429,-73.96590402,C,N/A,"C, Under Tree, In Playground",Active
Daniel M. O'Connell Playground,40.70004664,-73.75811305,A,N/A,"A, Out in Open",Active
Barretto Point Park,40.80599732,-73.88807157,Bottle Filler High Low,N/A,"Bottle Filler High Low, Just Outside Playground",Active
Louis Armstrong Playground,40.75489422,-73.85518597,Other,N/A,"Other, Just Outside Playground",Active
Reiff Playground,40.71837817,-73.90135635,C,N/A,"C, In Shade, Near Ballfield",Active
Quarry Ballfields,40.85081836,-73.8915411,D,N/A,"D, Near Ballfield, Out in Open",Active
Flynn Playground,40.82087371,-73.91171295,A,N/A,"A, Out in Open, In Playground",Active
Harlem River Park,40.80794734,-73.93458611,C,N/A,"C, Under Tree, In Shade",Active
Morningside Park,40.81006461,-73.95612049,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Dyker Beach Park,40.60468177,-74.01882855,A,N/A,"A, Near Ballfield",Active
Flushing Meadows Corona Park,40.76317241,-73.84363428,Other,N/A,"Other, Out in Open",Active
Willowbrook Park,40.60693157,-74.15625158,A,N/A,"A, Near Ballfield",Active
Benjamin Gladstone Square,40.8253632,-73.89089416,A,N/A,"A, Under Tree",Active
Wright Brothers Playground,40.83165671,-73.94157016,CS Metal,N/A,"CS Metal, In Playground",Active
Whitey Ford Field,40.77718953,-73.9349326,A,N/A,"A, Near Ballfield",Active
Van Cortlandt Park,40.89684671,-73.89516366,C,N/A,"C, Out in Open",Active
McLaughlin Playground,40.72543408,-73.76627101,C,N/A,"C, In Playground",Active
MacArthur Playground,40.75247965,-73.96498125,A,N/A,"A, In Playground",Active
Manhattan Beach Park,40.5761751,-73.94177526,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Irving Square Park,40.69281816,-73.90880933,E Wheelchair,N/A,"E Wheelchair, In Playground, Under Tree, In Shade",Active
Sunset Park,40.64772028,-74.00296128,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Manhattan Beach Park,40.57639252,-73.94655316,Bottle Filler High Low,N/A,"Bottle Filler High Low, In Playground",Active
Clove Lakes Park,40.61811626,-74.107112,A,N/A,"A, Near Ballfield",Active
Battery Park City,40.71179651,-74.01697301,Other,N/A,"Other, Just Outside Playground, In Shade",Active
Central Park,40.76841345,-73.981071,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade",Active
Jaime Campiz Playground,40.71334606,-73.95442623,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Playground",Active
Broad Channel American Park,40.59601167,-73.82282949,C,N/A,"C, Near Ballfield",Active
Railroad Playground,40.64997949,-73.9147736,A,N/A,"A, Out in Open, Near Ballfield",Active
Catharine Turner Richardson Park,40.76827534,-73.7471398,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Booker T. Washington Playground,40.80122414,-73.96387263,C,N/A,"C, Near Ballfield",Active
Lewis Playground,40.69543957,-73.93800743,D,N/A,"D, In Playground",Active
Parade Ground,40.65108964,-73.96844417,E Wheelchair,N/A,"E Wheelchair, Out in Open, Near Ballfield",Active
Williamsbridge Oval,40.8780459,-73.87752709,C,N/A,"C, Just Outside Playground, Under Tree",Active
Bayswater Park,40.59928904,-73.76716653,A,N/A,"A, Out in Open",Active
Willowbrook Park,40.60325912,-74.15842317,A,N/A,"A, Out in Open",Active
Beach 30th Street Playground,40.59219627,-73.76322174,D,N/A,"D, Near Ballfield, Out in Open",Active
Red Hook Recreation Area,40.67134617,-74.00624876,A,N/A,"A, Out in Open",Active
Surf Playground,40.57369129,-73.99249981,C,N/A,"C, Out in Open, In Playground",Active
Forest Park,40.69884798,-73.84742704,E High Low,N/A,"E High Low, In Playground",Active
Colgate Close,40.82466087,-73.88161341,C,N/A,"C, Under Tree, Near Ballfield",Active
Manhattan Beach Park,40.57657307,-73.9454311,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Rocket Park,40.67052207,-73.84655378,A,N/A,"A, In Playground",Active
Bush Terminal Park,40.65329674,-74.01905095,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Inwood Hill Park,40.87254512,-73.93018928,A,N/A,"A, Near Ballfield",Active
Seward Park,40.71441954,-73.98967336,B,N/A,"B, Under Tree, In Playground",Active
Abraham Lincoln Playground,40.81210337,-73.93689191,A,N/A,"A, In Playground, Under Tree",Active
Newport Playground,40.66064204,-73.90717108,A,N/A,"A, Under Tree, In Shade, Near Ballfield",Active
Century Playground,40.57680123,-73.9702935,E Wheelchair,N/A,"E Wheelchair, In Playground, Out in Open",Active
Albemarle Playground,40.64583705,-73.98030502,D,N/A,"D, In Playground, Out in Open",Active
Flushing Meadows Corona Park,40.74769593,-73.83925796,A,N/A,"A, Under Tree",Active
Cunningham Park,40.73572809,-73.77005092,A,N/A,"A, Near Ballfield, Out in Open",Active
Veterans Park,40.63680753,-74.13158985,Other,N/A,"Other, Under Tree",Active
Challenge Playground,40.7563439,-73.72809016,A,N/A,"A, Out in Open",Active
Pelham Bay Park,40.84974402,-73.82331338,C,N/A,"C, Near Ballfield",Active
Ambrosini Field,40.84437908,-73.78352891,C,N/A,"C, Near Ballfield",Active
Coney Island Beach & Boardwalk,40.57472775,-73.96463697,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Behagen Playground,40.82559258,-73.90172458,A,N/A,"A, Out in Open, Near Ballfield",Active
Wards Island Park,40.78388155,-73.92583619,C,N/A,"C, In Playground",Active
Alley Pond Park,40.75881277,-73.75380803,A,N/A,"A, Out in Open",Active
Trinity Park,40.69855149,-73.98431185,A,N/A,"A, Under Tree, In Shade",Active
Carroll Park,40.68138771,-73.99615399,C,N/A,"C, Near Ballfield, In Playground",Active
Rochdale Park,40.67423476,-73.77426805,C,N/A,"C, Under Tree",Active
Mott Playground,40.83129847,-73.91486326,C,N/A,"C, Under Tree, In Shade, In Playground",Active
Franklin D. Roosevelt Boardwalk and Beach,40.56938517,-74.09076133,A,N/A,"A, Out in Open",Active
Melrose Playground,40.82050431,-73.91814163,D,N/A,"D, Out in Open, In Playground",Active
Kissena Corridor Park,40.74345112,-73.81482626,CS Metal,N/A,"CS Metal, In Playground",Active
Soundview Park,40.81854211,-73.87042643,Trough High Low,N/A,"Trough High Low, In Playground",Active
Idlewild Park,40.65745543,-73.75880682,C,N/A,"C, Near Ballfield",Active
Manhattan Beach Park,40.57658326,-73.94539617,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Dyker Beach Park,40.60649034,-74.02016801,C,N/A,"C, Near Ballfield",Active
Sara D. Roosevelt Park,40.72029908,-73.99248876,C,N/A,"C, Under Tree",Active
Lillian D Wald Playground,40.7121811,-73.98440359,E Wheelchair,N/A,"E Wheelchair, Under Tree, Near Ballfield, In Playground",Active
Central Park,40.78449107,-73.95889976,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Commodore Barry Park,40.69751219,-73.97845337,A,N/A,"A, Under Tree, Just Outside Playground",Active
Grant Park,40.83782002,-73.91233501,C,N/A,"C, Under Tree, In Shade",Active
Central Park,40.78400728,-73.96952212,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Central Park,40.76823761,-73.97689242,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, Out in Open",Active
Astoria Park,40.7780438,-73.92248116,A,N/A,"A, Under Tree, Out in Open",Active
Central Park,40.79660141,-73.95404787,A,N/A,"A, Out in Open",Active
Hinton Park,40.75672353,-73.85511187,C,N/A,"C, Out in Open",Active
Queens Valley Playground,40.72184928,-73.82390797,A,N/A,"A, In Playground",Active
Loreto Playground,40.84960551,-73.85244632,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Ogden Plimpton Playground,40.84179002,-73.92377447,D,N/A,"D, In Playground, In Shade",Active
Franklin D. Roosevelt Boardwalk and Beach,40.58844174,-74.06739403,C,N/A,"C, In Playground",Active
De Witt Clinton Park,40.76827472,-73.99469882,E Wheelchair,N/A,"E Wheelchair, Under Tree, Near Ballfield, Just Outside Playground",Active
Belt Parkway/Shore Parkway,40.61876742,-73.89855114,C,N/A,"C, Near Ballfield, Out in Open",Active
Jackie Robinson Park,40.82586807,-73.94132834,B,N/A,"B, In Playground, Under Tree",Active
Elton Playground,40.66592673,-73.88091138,C,N/A,"C, In Playground",Active
Berry Playground,40.71271748,-73.96338411,D,N/A,"D, Under Tree, In Playground, In Shade",Active
Police Officer Edward Byrne Park,40.66743845,-73.80702378,D,N/A,"D, Under Tree",Active
Playground 52 LII,40.81526781,-73.9015319,Bottle Filler,N/A,"Bottle Filler, Just Outside Playground",Active
Adam Yauch Park,40.69223073,-73.99907763,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, Out in Open",Active
D'Auria-Murphy Triangle,40.85329053,-73.88903779,B,N/A,"B, Under Tree",Active
James Weldon Johnson Playground,40.79725831,-73.94229466,F High Low,N/A,"F High Low, Under Tree, In Playground, Near Ballfield",Active
Brooklyn Bridge Park,40.69226978,-74.00095376,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, In Shade, Just Outside Playground",Active
American Playground,40.72874488,-73.95813401,A,N/A,"A, Under Tree, In Playground",Active
Rev J Polite Playground,40.82733338,-73.89661803,D,N/A,"D, Near Ballfield",Active
Dugan Playground,40.56156983,-74.11157076,D,N/A,"D, In Playground",Active
Parkside Playground,40.86846937,-73.86797644,CS Metal,N/A,"CS Metal, Under Tree",Active
Betsy Head Park,40.66425995,-73.91173561,F High Low,N/A,"F High Low, Out in Open",Active
Haffen Park,40.8735766,-73.83894613,A,N/A,"A, In Playground, Under Tree, In Shade",Active
Prospect Park,40.66245987,-73.96542566,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, Out in Open",Active
Pelham Bay Park,40.86804776,-73.7934781,C,N/A,"C, Out in Open",Active
Bellerose Playground,40.73295059,-73.71787168,A,N/A,"A, In Playground",Active
Flushing Meadows Corona Park,40.74323886,-73.8473804,A,N/A,"A, Near Ballfield",Active
Dyker Beach Park,40.61255842,-74.0123217,A,N/A,"A, In Playground",Active
Frank D. O'Connor Playground,40.74409146,-73.88696172,A,N/A,"A, In Playground",Active
McCarren Park,40.72114318,-73.949557,A,N/A,"A, Just Outside Playground",Active
Annadale Playground,40.731173,-73.85175385,CS Concrete,N/A,"CS Concrete, Out in Open",Active
Highbridge Park,40.84152386,-73.9352895,D,N/A,"D, Out in Open",Active
Neighborhood Parks,40.68985106,-73.99651593,C,N/A,"C, Out in Open",Active
Athens Square,40.76799405,-73.92192201,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
North Pacific Playground,40.68527005,-73.98221826,D,N/A,"D, Out in Open, In Playground",Active
Kissena Corridor Park,40.75084338,-73.83456833,C,N/A,"C, Near Ballfield",Active
Flushing Meadows Corona Park,40.73352748,-73.8371898,A,N/A,"A, Out in Open",Active
Baisley Pond Park,40.67485757,-73.78940839,D,N/A,"D, In Playground",Active
Tompkins Square Park,40.72638964,-73.98098659,Other,N/A,"Other, Under Tree",Active
Forest Park,40.7004047,-73.85788091,A,N/A,"A, Out in Open",Active
Ruppert Park,40.78098257,-73.95012889,C,N/A,"C, In Playground",Active
Columbus Park,40.71482523,-74.00006982,C,N/A,"C, Near Ballfield",Active
Central Park,40.77729442,-73.96393279,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, In Shade",Active
Valentino Pier,40.67843449,-74.01769289,C,N/A,"C, Out in Open",Active
Battery Park City,40.71791038,-74.01575651,Other,N/A,"Other, Under Tree",Active
Frederick Johnson Playground,40.82495657,-73.93595224,E Wheelchair Child,N/A,"E Wheelchair Child, Under Tree, In Playground, Near Ballfield",Active
Fort Greene Park,40.69250473,-73.97700295,E,N/A,"E, In Playground, Under Tree",Active
Linden Park,40.65892069,-73.88610687,C,N/A,"C, Under Tree",Active
Rodney Park Center,40.70859216,-73.95650914,A,N/A,"A, Under Tree",Active
Torsney Playground,40.74721063,-73.9220665,CS Concrete,N/A,"CS Concrete, Out in Open",Active
Coney Island Beach & Boardwalk,40.57240693,-73.98671084,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Coney Island Boat Basin,40.58422396,-73.98894023,A,N/A,"A, Out in Open, Near Ballfield",Active
Mathews-Palmer Playground,40.76119691,-73.9927734,F High Low,N/A,"F High Low, In Shade, Under Tree",Active
Linden Park,40.65864571,-73.88760583,Bottle Filler High Low,N/A,"Bottle Filler High Low, Under Tree",Active
Hamilton Metz Field,40.66271047,-73.94178549,A,N/A,"A, Near Ballfield",Active
Sternberg Park,40.70599936,-73.94715075,C,N/A,"C, Under Tree, Near Ballfield, Just Outside Playground",Active
Broad Channel Park,40.60050145,-73.8201846,A,N/A,"A, In Playground",Active
Tappen Park,40.62704697,-74.07621215,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Roberto Clemente Ballfield,40.70623066,-73.96720753,C,N/A,"C, Under Tree, In Shade, Near Ballfield",Active
Randall's Island Park,40.79627919,-73.9159063,Pedestal,N/A,"Pedestal, Near Ballfield",Active
Battery Park City,40.71662272,-74.01412666,Trough,N/A,"Trough, In Shade, Near Ballfield",Active
Baruch Playground,40.71724325,-73.97705649,C,N/A,"C, Under Tree, In Playground, Near Ballfield",Active
White Park,40.79151916,-73.94587805,F,N/A,"F, In Playground, Near Ballfield",Active
Central Park,40.79583425,-73.96112178,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
John Hancock Playground,40.68232303,-73.95464171,A,N/A,"A, Near Ballfield",Active
Peters Field,40.7062885,-73.77465585,D,N/A,"D, Under Tree",Active
Ciccarone Park,40.85603078,-73.88657844,E Wheelchair Child,N/A,"E Wheelchair Child, Under Tree, Out in Open, In Playground",Active
Battery Park City,40.71312964,-74.01606693,Other,N/A,"Other, Out in Open",Active
Kissena Corridor Park,40.74464217,-73.78722928,A,N/A,"A, In Playground",Active
Central Park,40.77448333,-73.96642107,B,N/A,"B, Under Tree, In Shade",Active
Saratoga Ballfields,40.67541523,-73.91426283,F,N/A,"F, Just Outside Playground",Active
Coney Island Beach & Boardwalk,40.57540248,-73.95606808,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Baisley Pond Park,40.67056174,-73.7883849,A,N/A,"A, Near Ballfield",Active
Southern Fields,40.66594639,-73.82693166,C,N/A,"C, Under Tree",Active
Dyker Beach Park,40.60600944,-74.01730529,A,N/A,"A, Just Outside Playground",Active
Fort Washington Park,40.84199195,-73.94665589,C,N/A,"C, Out in Open, Near Ballfield",Active
Sledge Playground,40.63811666,-73.89768486,E Wheelchair,N/A,"E Wheelchair, In Playground, Out in Open",Active
Central Park,40.76545217,-73.97495636,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade",Active
Nathan Weidenbaum Park,40.73803649,-73.90232912,C,N/A,"C, Under Tree, In Playground",Active
Cunningham Park,40.72957361,-73.77366643,C,N/A,"C, Out in Open, Near Ballfield",Active
Franklin D. Roosevelt Boardwalk and Beach,40.57845937,-74.07696128,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open",Active
Tudor Park,40.6719736,-73.84916561,C,N/A,"C, Near Ballfield",Active
Franklin D. Roosevelt Boardwalk and Beach,40.56789639,-74.09099457,A,N/A,"A, Under Tree",Active
Central Park,40.79730041,-73.95910029,CS Concrete,N/A,"CS Concrete, Out in Open",Active
Brownsville Playground,40.65649508,-73.90248424,D,N/A,"D, Near Ballfield",Active
Pelham Bay Park,40.86588425,-73.79440809,C,N/A,"C, Out in Open",Active
Redfern Playground,40.61110291,-73.74975853,D,N/A,"D, Near Ballfield",Active
Aesop Park,40.50958957,-74.23021279,C,N/A,"C, In Playground",Active
John V. Lindsay East River Park,40.71173798,-73.97758932,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
The Olde Towne of Flushing Burial Ground,40.75565173,-73.80195861,C,N/A,"C, In Playground",Active
Van Dyke Playground,40.66424658,-73.90382316,A,N/A,"A, Under Tree, In Shade",Active
Whitestone Playground,40.7918878,-73.80842594,D,N/A,"D, In Playground, Out in Open",Active
St. John's Recreation Center,40.67370012,-73.93388181,C,N/A,"C, Out in Open",Active
Farm Playground,40.73515637,-73.7773934,A,N/A,"A, Just Outside Playground, Out in Open",Active
Chiarantano Playground,40.63681535,-73.93351146,C,N/A,"C, Out in Open, In Playground",Active
Half-Nelson Playground,40.84652102,-73.9194602,D,N/A,"D, Under Tree, In Playground",Active
North Rochdale Playground,40.68009443,-73.77515229,A,N/A,"A, Just Outside Playground",Active
Flushing Meadows Corona Park,40.75966831,-73.85247531,C,N/A,"C, Out in Open",Active
Fox Playground,40.81480528,-73.89874121,F High Low,N/A,"F High Low, In Playground",Active
Gravesend Park,40.62351793,-73.98474555,C,N/A,"C, Near Ballfield",Active
Bensonhurst Park,40.5956205,-74.00145475,A,N/A,"A, Out in Open",Active
Wards Island Park,40.78395822,-73.9291005,Pedestal,N/A,"Pedestal, Near Ballfield",Active
Riverdale Playground,40.88770799,-73.91480587,A,N/A,A,Active
Flushing Meadows Corona Park,40.74557173,-73.84430957,A,N/A,"A, Under Tree",Active
